toshiba_power,38739,8550,4300,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,525,550,1600,550,525,550,1600,550,525,550,525,550,1600,550,525,550,525,550,525,550,1600,550,525,550,1600,550,1600,550,525,550,1600,550,1600,550,1600,550,38275,8550,2150,550,91825
toshiba_channel_up,38739,8550,4300,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,525,550,1600,550,1600,550,1600,550,525,550,1600,550,1600,550,525,550,525,550,525,550,525,550,525,550,1600,550,525,550,525,550,1600,550,1600,550,1600,550,38275,8550,2150,550,91825
toshiba_channel_down,38739,8550,4300,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,525,550,525,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,1600,550,1600,550,38275,8550,2150,550,91825
toshiba_volume_up,38739,8550,4300,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,525,550,1600,550,525,550,1600,550,525,550,1600,550,1600,550,525,550,525,550,525,550,1600,550,525,550,1600,550,525,550,525,550,1600,550,1600,550,1600,550,38275,8550,2150,550,91825
toshiba_volume_down,38739,8550,4300,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,525,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,525,550,525,550,525,550,1600,550,525,550,525,550,525,550,525,550,1600,550,1600,550,1600,550,38275,8550,2150,550,91825
toshiba_prev,38739,8550,4300,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,525,550,1600,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,525,550,1600,550,1600,550,1600,550,38275,8550,2150,550,91825
toshiba_mute,38739,8550,4300,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,525,550,1600,550,525,550,525,550,525,550,525,550,1600,550,525,550,525,550,525,550,1600,550,1600,550,1600,550,1600,550,525,550,1600,550,1600,550,1600,550,38275,8550,2150,550,91825
toshiba_enter,38739,8725,4375,550,550,550,600,500,575,525,550,600,525,550,550,525,1650,500,550,600,1575,550,1625,550,1625,550,1625,525,1625,575,1600,550,550,550,1625,550,1625,575,525,550,550,550,1625,500,600,550,550,575,525,550,1625,525,575,550,1600,550,1625,550,550,550,1625,600,1575,550,1625,500,600,550,39025,8725,2175,550,93225
toshiba_0,38739,8550,4300,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,525,550,1600,550,525,550,525,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,38275,8550,2150,550,91825
toshiba_1,38739,8550,4300,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,525,550,1600,550,1600,550,525,550,525,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,38275,8550,2150,550,91825
toshiba_2,38739,8550,4300,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,525,550,1600,550,525,550,1600,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,38275,8550,2150,550,91825
toshiba_3,38739,8550,4300,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,525,550,1600,550,1600,550,1600,550,525,550,525,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,38275,8550,2150,550,91825
toshiba_4,38739,8550,4300,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,525,550,1600,550,525,550,525,550,1600,550,525,550,525,550,525,550,525,550,525,550,1600,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,38275,8550,2150,550,91825
toshiba_5,38739,8550,4300,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,525,550,1600,550,1600,550,525,550,1600,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,38275,8550,2150,550,91825
toshiba_6,38739,8550,4300,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,525,550,1600,550,525,550,1600,550,1600,550,525,550,525,550,525,550,525,550,525,550,1600,550,525,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,38275,8550,2150,550,91825
toshiba_7,38739,8550,4300,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,525,550,525,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,38275,8550,2150,550,91825
toshiba_8,38739,8550,4300,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,525,550,1600,550,525,550,525,550,525,550,1600,550,525,550,525,550,525,550,525,550,1600,550,1600,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,38275,8550,2150,550,91825
toshiba_9,38739,8550,4300,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,525,550,1600,550,1600,550,525,550,525,550,1600,550,525,550,525,550,525,550,525,550,525,550,1600,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,38275,8550,2150,550,91825
toshiba_-,38739,8550,4300,550,525,550,525,550,525,550,525,550,525,550,525,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,1600,550,1600,550,525,550,1600,550,525,550,1600,550,525,550,1600,550,525,550,525,550,525,550,525,550,1600,550,525,550,1600,550,525,550,1600,550,1600,550,1600,550,1600,550,38275,8550,2150,550,91825
samsung_power,38028,4394,4368,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,546,546,1638,546,546,546,546,546,546,546,546,546,546,546,546,546,1664,546,546,546,1638,546,1638,546,1638,546,1638,546,1638,546,1638,546,46644,4394,4368,546,546,546,96044
samsung_channel_up,38028,4394,4368,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,546,546,1638,546,546,546,546,546,1638,546,546,546,546,546,546,546,1638,546,546,546,1638,546,1638,546,546,546,1664,546,1638,546,1638,546,46644,4394,4368,546,546,546,96044
samsung_channel_down,38028,4394,4368,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,1638,546,546,546,546,546,546,546,1638,546,1638,546,1638,546,1638,546,546,546,1638,546,1638,546,1638,546,46644,4394,4368,546,546,546,96044
samsung_volume_up,38028,4394,4368,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,1638,546,1638,546,1638,546,1638,546,1638,546,46644,4394,4368,546,546,546,96044
samsung_volume_down,38028,4394,4368,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,1638,546,546,546,1638,546,546,546,546,546,546,546,546,546,546,546,546,546,1638,546,546,546,1638,546,1638,546,1638,546,1638,546,46644,4394,4368,546,546,546,96044
samsung_prev,38028,4472,4446,546,1690,546,1690,546,1690,546,572,546,572,546,572,546,572,546,572,546,1690,546,1690,546,1690,546,572,546,572,546,572,546,572,546,572,546,1690,546,1690,546,572,546,572,546,1690,546,572,546,572,546,572,546,572,546,572,546,1690,546,1690,546,572,546,1690,546,1690,546,1690,546,43498
samsung_mute,38028,4472,4446,546,1690,546,1690,546,1690,546,572,546,572,546,572,546,572,546,572,546,1690,546,1690,546,1690,546,572,546,572,546,572,546,572,546,572,546,1690,546,1690,546,1690,546,1690,546,572,546,572,546,572,546,572,546,572,546,572,546,572,546,572,546,1690,546,1690,546,1690,546,1690,546,43498
samsung_enter,38028,4472,4446,546,1690,546,1690,546,1690,546,572,546,572,546,572,546,572,546,572,546,1690,546,1690,546,1690,546,572,546,572,546,572,546,572,546,572,546,572,546,572,546,572,546,1690,546,572,546,1690,546,1690,546,572,546,1690,546,1690,546,1690,546,572,546,1690,546,572,546,572,546,1690,546,43498
samsung_0,38380,4446,4420,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,1664,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,546,546,546,546,546,546,1638,546,546,546,546,546,546,546,572,546,1638,546,1638,546,1638,546,546,546,1664,546,1638,546,1638,546,47086,4446,4420,546,546,546,96954
samsung_1,38028,4394,4368,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,1638,546,546,546,1638,546,1638,546,1638,546,1638,546,1638,546,46644,4394,4368,546,546,546,96044
samsung_2,38380,4446,4420,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,1664,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,546,546,1638,546,546,546,546,546,546,546,546,546,546,546,572,546,1638,546,546,546,1638,546,1638,546,1664,546,1638,546,1638,546,47086,4446,4420,546,546,546,96954
samsung_3,38380,4446,4420,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,1664,546,1638,546,546,546,546,546,546,546,546,546,546,546,546,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,546,546,546,546,1638,546,1638,546,1664,546,1638,546,1638,546,47112,4446,4420,546,546,546,96954
samsung_4,38028,4394,4368,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,1638,546,546,546,546,546,546,546,546,546,1638,546,1638,546,1638,546,546,546,1638,546,1638,546,1638,546,1638,546,46644,4394,4368,546,546,546,96044
samsung_5,38028,4394,4368,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,546,546,546,546,1638,546,546,546,546,546,546,546,546,546,572,546,1638,546,1638,546,546,546,1638,546,1638,546,1638,546,1638,546,46644,4394,4368,546,546,546,96044
samsung_6,38028,4394,4368,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,546,546,1638,546,546,546,1638,546,546,546,546,546,546,546,546,546,1638,546,546,546,1638,546,546,546,1638,546,1638,546,1638,546,1638,546,46670,4394,4368,546,546,546,96044
samsung_7,38028,26,601354,4394,4368,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,1638,546,1638,546,546,546,546,546,546,546,546,546,1638,546,1638,546,546,546,546,546,1638,546,1638,546,1638,546,1638,546,46670,4394,4368,546,546,546,96044
samsung_8,38028,4394,4368,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,546,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,546,546,546,546,1638,546,1638,546,1638,546,1638,546,46670,4394,4368,546,546,546,96044
samsung_9,38028,4394,4368,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,546,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,1638,546,546,546,546,546,546,546,1638,546,1638,546,1638,546,1638,546,46670,4394,4368,546,546,546,96044
samsung_-,38028,4394,4368,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,1638,546,1638,546,546,546,546,546,546,546,546,546,546,546,1638,546,1638,546,546,546,546,546,546,546,1638,546,546,546,546,546,546,546,546,546,1638,546,1638,546,1638,546,546,546,1638,546,1638,546,46618,4394,4368,546,546,546,96044
lg_channel_up,38028,8892,4472,546,546,546,546,546,1690,546,546,546,546,546,546,546,546,546,546,546,1690,546,1690,546,546,546,1690,546,1690,546,1690,546,1690,546,1690,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,1690,546,1690,546,1690,546,1690,546,1690,546,1690,546,1690,546,1690,546,40586,8892,2236,546,96070
lg_channel_down,38028,8892,4472,546,546,546,546,546,1690,546,546,546,546,546,546,546,546,546,546,546,1690,546,1690,546,546,546,1690,546,1690,546,1690,546,1690,546,1690,546,1690,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,1690,546,1690,546,1690,546,1690,546,1690,546,1690,546,1690,546,40586,8892,2236,546,96070
lg_volume_up,38028,8918,4472,546,572,546,572,546,1690,546,572,546,572,546,572,546,572,546,572,546,1690,546,1690,546,572,546,1690,546,1690,546,1690,546,1690,546,1690,546,572,546,1690,546,572,546,572,546,572,546,572,546,572,546,572,546,1690,546,572,546,1690,546,1690,546,1690,546,1690,546,1690,546,1690,546,43498,8918,2236,546,97032
lg_volume_down,38028,8918,4472,546,572,546,572,546,1690,546,572,546,572,546,572,546,572,546,572,546,1690,546,1690,546,572,546,1690,546,1690,546,1690,546,1690,546,1690,546,1690,546,1690,546,572,546,572,546,572,546,572,546,572,546,572,546,572,546,572,546,1690,546,1690,546,1690,546,1690,546,1690,546,1690,546,43498,8918,2236,546,97032
lg_prev,38028,8892,4446,546,546,546,546,546,1690,546,546,546,546,546,546,546,546,546,546,546,1690,546,1690,546,546,546,1690,546,1690,546,1690,546,1690,546,1690,546,546,546,1690,546,546,546,1690,546,1690,546,546,546,546,546,546,546,1690,546,546,546,1690,546,546,546,546,546,1690,546,1690,546,1690,546,40586,8892,2236,546,96070
lg_0,38028,8892,4472,546,546,546,546,546,1690,546,546,546,546,546,546,546,546,546,546,546,1690,546,1690,546,546,546,1690,546,1690,546,1690,546,1690,546,1690,546,546,546,546,546,546,546,546,546,1690,546,546,546,546,546,546,546,1690,546,1690,546,1690,546,1690,546,546,546,1690,546,1690,546,1690,546,40586,8892,2236,546,96070
lg_1,38028,0,296868,8892,4446,546,546,546,546,546,1690,546,546,546,546,546,546,546,546,546,546,546,1690,546,1690,546,546,546,1690,546,1690,546,1690,546,1690,546,1690,546,1690,546,546,546,546,546,546,546,1690,546,546,546,546,546,546,546,546,546,1690,546,1690,546,1690,546,546,546,1690,546,1690,546,1690,546,40586,8892,2236,546,96070,8892,2236,546,96070,8892,2236,546,96070
lg_2,38028,8892,4472,546,546,546,546,546,1690,546,546,546,546,546,546,546,546,546,546,546,1690,546,1690,546,546,546,1690,546,1690,546,1690,546,1690,546,1690,546,546,546,1690,546,546,546,546,546,1690,546,546,546,546,546,546,546,1690,546,546,546,1690,546,1690,546,546,546,1690,546,1690,546,1690,546,40586,8892,2236,546,96070
lg_3,38028,8892,4472,546,546,546,546,546,1690,546,546,546,546,546,546,546,546,546,546,546,1690,546,1690,546,546,546,1690,546,1690,546,1690,546,1690,546,1690,546,1690,546,1690,546,546,546,546,546,1690,546,546,546,546,546,546,546,546,546,546,546,1690,546,1690,546,546,546,1690,546,1690,546,1690,546,40586,8892,2236,546,96070
lg_4,38028,8892,4446,546,546,546,546,546,1690,546,546,546,546,546,546,546,546,546,546,546,1690,546,1690,546,546,546,1690,546,1690,546,1690,546,1690,546,1690,546,546,546,546,546,1690,546,546,546,1690,546,546,546,546,546,546,546,1690,546,1690,546,546,546,1690,546,546,546,1690,546,1690,546,1690,546,40586,8892,2236,546,96070
lg_5,38028,8892,4472,546,546,546,546,546,1690,546,546,546,546,546,546,546,546,546,546,546,1690,546,1690,546,546,546,1690,546,1690,546,1690,546,1690,546,1690,546,1690,546,546,546,1690,546,546,546,1690,546,546,546,546,546,546,546,546,546,1690,546,546,546,1690,546,546,546,1690,546,1690,546,1690,546,40586,8892,2236,546,96070
lg_6,38028,8892,4472,546,546,546,546,546,1690,546,546,546,546,546,546,546,546,546,546,546,1690,546,1690,546,546,546,1690,546,1690,546,1690,546,1690,546,1690,546,546,546,1690,546,1690,546,546,546,1690,546,546,546,546,546,546,546,1690,546,546,546,546,546,1690,546,546,546,1690,546,1690,546,1690,546,40586,8892,2236,546,96070
lg_7,38028,8892,4472,546,546,546,546,546,1690,546,546,546,546,546,546,546,546,546,546,546,1690,546,1690,546,546,546,1690,546,1690,546,1690,546,1690,546,1690,546,1690,546,1690,546,1690,546,546,546,1690,546,546,546,546,546,546,546,546,546,546,546,546,546,1690,546,546,546,1690,546,1690,546,1690,546,40586,8892,2236,546,96070
lg_8,38028,8892,4446,546,546,546,546,546,1690,546,546,546,546,546,546,546,546,546,546,546,1690,546,1690,546,546,546,1690,546,1690,546,1690,546,1690,546,1690,546,546,546,546,546,546,546,1690,546,1690,546,546,546,546,546,546,546,1690,546,1690,546,1690,546,546,546,546,546,1690,546,1690,546,1690,546,40586,8892,2236,546,96070
lg_9,38028,8892,4472,546,546,546,546,546,1690,546,546,546,546,546,546,546,546,546,546,546,1690,546,1690,546,546,546,1690,546,1690,546,1690,546,1690,546,1690,546,1690,546,546,546,546,546,1690,546,1690,546,546,546,546,546,546,546,546,546,1690,546,1690,546,546,546,546,546,1690,546,1690,546,1690,546,40586,8892,2236,546,96070